Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses
Cucurbitaceae,Cucurbita,pepo,"Pumpkin, Field pumpkin, Ozark melon, Texas gourd",fast,[],to,5,ANNUAL,,July to September,August to October,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in the wild.,C. America? The origin is obscure[86].,(4 of 5),(3 of 5),(2 of 5)
Cucurbitaceae,Benincasa,hispida,Wax Gourd,,[],6,,ANNUAL,June to October,July to September,August to November,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', ' moist soil']",['drought'],Not known in a truly wild situation.,Tropical Asia.,(3 of 5),(3 of 5),(1 of 5)
Cucurbitaceae,Citrullus,lanatus,Water Melon,,[],0.5,2,ANNUAL,,July to August.,,monoecious,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],A weed of roadsides and open ground in desert areas[117].,Tropical and S. Africa.,(4 of 5),(3 of 5),(1 of 5)
Cucurbitaceae,Cucumis,sativus,"Cucumber, Garden cucumber",,[],to,,ANNUAL,,July to September,August to October,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in a truly wild situation.,"Possibly native of the E. Indies, but the original habitat is obscure.",(4 of 5),(2 of 5),(2 of 5)
Cucurbitaceae,Cucumis,anguria,"Gherkin, West Indian gherkin",,[],to,,ANNUAL,,July to September,August to October,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in the wild.,Probably originated in Tropical America but not known in a truly wild condition. Possibly a cultigen,(3 of 5),(1 of 5),(0 of 5)
Cucurbitaceae,Cucumis,melo,"Melon, Cantaloupe",,[],to,,ANNUAL,,July to September,August to October,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],A weed of cultivated fields in Turkey[93]. Probably as an escape from gardens.,"Probably native of Asia, though it has been in cultivation for so long its native habitat is obscure",(4 of 5),(2 of 5),(0 of 5)
Cucurbitaceae,Cucumis,metuliferus,"Horned Cucumber, African horned cucumber",,[],to,,ANNUAL,,July to September,August to October,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known,S. Africa.,(2 of 5),(2 of 5),(1 of 5)
Cucurbitaceae,Lagenaria,siceraria,Bottle Gourd,fast,"[1, 2]",to,,ANNUAL,,August to September.,,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in the wild.,"A widely cultivated plant, its original habitat is obscure, though it is probably Asia or Africa.",(3 of 5),(2 of 5),(5 of 5)
Cucurbitaceae,Gynostemma,pentaphyllum,Sweet Tea Vine,,[],8,,ANNUAL/PERENNIAL,May to October,July to August.,,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Thickets in open forests in lowland all over Japan[58, 275]. Forest, thickets or road sides on mountain slopes at elevations of 300 - 3200 metres in China[266].","E. Asia - China, Japan, Korea.",(2 of 5),(5 of 5),(2 of 5)
Cucurbitaceae,Cyclanthera,pedata,"Achocha, Caihua, Caygua, Cayua, Korila, Wild Cucumber",fast,[],4.5,,ANNUAL,,August to September.,,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in a truly wild condition.,"Original range is obscure, probably the Andes of S. America, but now widely cultivated through tropical America.",(3 of 5),(4 of 5),(1 of 5)
Cucurbitaceae,Trichosanthes,cucumerina,Snake Gourd,fast,"[1, 2]",to,,ANNUAL,,July to September,September to October,monoecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known,Not known in the wild.,(2 of 5),(1 of 5),(0 of 5)
Cucurbitaceae,Trichosanthes,kirilowii,Chinese Cucumber,fast,[],to,,PERENNIAL,,July to September,September to October,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Forest edges and a weed of thickets in China[147]. Open forests, bushlands, grasslands and fields beside villages at elevations of 200 - 1800 metres[266].","E. Asia - China, Mongolia, Vietnam.",(2 of 5),(4 of 5),(1 of 5)
Fabaceae or Leguminosae,Ceratonia,siliqua,"Carob, St. john's bread",medium,[],to,,evergreen,,August to October.,,dioecious,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']",['drought'],Rocky places near the sea shore[89].,S. Europe.,(3 of 5),(2 of 5),(2 of 5)
Fabaceae or Leguminosae,Arachis,hypogaea,Peanut,,[],0.3,,ANNUAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid and very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known in a truly wild state.,S. America.,(4 of 5),(2 of 5),(4 of 5)
Fabaceae or Leguminosae,Genista,tinctoria,"Dyer's Greenweed, Common Woadwaxen, Broom",medium,"[4, 5, 6, 7]",0.6,1,deciduous,,June to September,August to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Meadows, pastures, heaths and the edges of fields[4], especially on poor soils[11].","Europe, including Britain, from Norway to the Mediterranean, east to the Urals, Caucasus and W. Asia",(1 of 5),(2 of 5),(3 of 5)
Fabaceae or Leguminosae,Lupinus,angustifolius,"Blue Lupin,  Narrowleaf lupine",,"[7, 8, 9]",1,0.3,ANNUAL,April to October,June to August,August to September,hermaphrodite,"['light', 'medium']",mildly acid and neutral soils and can grow in very acid,[],[],"Cultivated and rocky ground on light acid soils [45, 50].",Europe - Mediterranean.,(4 of 5),(0 of 5),(4 of 5)
Fabaceae or Leguminosae,Lupinus,mutabilis,"Pearl Lupin, Tarwi",,[],1.5,0.3,ANNUAL,May to October,June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[' moist soil'],['drought'],Found in the Andes[177].,S. America - Colombia.,(5 of 5),(0 of 5),(4 of 5)
Fabaceae or Leguminosae,Styphnolobium,japonicum,"Japanese Pagoda Tree, Scholar Tree",fast,"[4, 5, 6, 7, 8, 9]",20,20,deciduous,,September,November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', ' moist soil']","['drought', 'atmospheric pollution']",Open country between 300 and 1000 metres in W. China[109].,"E. Asia - N. China, Japan, Korea.",(2 of 5),(3 of 5),(2 of 5)
Fabaceae or Leguminosae,Apios,americana,Ground Nut,,"[3, 4, 5, 6, 7, 8, 9]",1.2,,PERENNIAL,April to November,June to September.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Usually found in low damp bottomland or riparian woods and thickets, it is also often found round ancient Indian campsites[43, 62, 269].",N. America - Pennsylvania. Occasionally naturalized in S. Europe[50].,(5 of 5),(1 of 5),(3 of 5)
Fabaceae or Leguminosae,Apios,fortunei,"Hodo, Hodoimo",,"[4, 5, 6, 7, 8, 9]",for,,PERENNIAL.,,,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Woods and thickets, 600 - 1000 metres in W. China[109].","E. Asia - China, Japan.",(5 of 5),(1 of 5),(3 of 5)
Fabaceae or Leguminosae,Apios,priceana,Traveler's delight,,"[6, 7, 8, 9]",3,,PERENNIAL,,,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Woods and thickets[43].,N. America - Kentucky and Tennessee.,(5 of 5),(0 of 5),(3 of 5)
Fabaceae or Leguminosae,Glycine,max,Soya Bean,,[],0.6,,ANNUAL,,July to September.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Lowland thickets, C. and S. Japan[58].",E. Asia.,(4 of 5),(2 of 5),(4 of 5)
Fabaceae or Leguminosae,Pachyrhizus,tuberosus,"Jicama, Ajipo",,[],to,,PERENNIAL,,July.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Growing into trees and shrubs, often in disturbed areas and usually near the coast, from sea level to 500 metres.",S. America - Peru.,(3 of 5),(0 of 5),(2 of 5)
Fabaceae or Leguminosae,Phaseolus,coccineus,"Runner Bean, Scarlet runner",fast,"[1, 2]",3,1,ANNUAL/PERENNIAL,May to October,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline),[' well-drained soil. Suitable pH: neutral'],[],Not known,Southern N. America - Mexico.,(4 of 5),(0 of 5),(3 of 5)
Fabaceae or Leguminosae,Phaseolus,lunatus,"Lima Bean, Sieva bean",,"[1, 2]",to,,PERENNIAL,,July to September.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Along stream banks and in moist areas in deciduous tropical forests, usually in thickets and climbing over shrubs or small trees and often invading cut-over lands and along fences and paths; at elevations up to 1,600 metres[1555

]","S. America. - Argentina, Paraguay, Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela; C. America - Panama to Mexico.",(4 of 5),(1 of 5),(3 of 5)
Fabaceae or Leguminosae,Phaseolus,vulgaris,"French Bean, Kidney bean",,[],2,,ANNUAL,May to October,July to September.,,hermaphrodite,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline),[' well-drained soil. Suitable pH: neutral'],[],Not known in a truly wild situation.,S. America? Original habitat is obscure.,(5 of 5),(2 of 5),(2 of 5)
Fabaceae or Leguminosae,Vigna,unguiculata,Jerusalem Pea,,"[1, 2]",0.5,,ANNUAL,,July to September,August to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known,"A cultivated form, notknown in the wild.",(2 of 5),(1 of 5),(0 of 5)
Fabaceae or Leguminosae,Psoralea,esculenta,"Breadroot, Large Indian breadroot",,"[4, 5, 6, 7, 8]",0.3,,PERENNIAL,,May to July.,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Rocky woods and prairies, on calcareous soils[43].","N. America - Manitoba to North Dakota and Wisconsin, south to Missouri and Texas.",(5 of 5),(1 of 5),(3 of 5)
Fabaceae or Leguminosae,Vicia,faba,Horsebean,fast,"[4, 5, 6, 7, 8]",1,,ANNUAL,,May to August,July to September,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],Not known in a truly wild situation.,"Long cultivated for its seed, the original habitat is obscure.",(3 of 5),(0 of 5),(3 of 5)
Fabaceae or Leguminosae,Lathyrus,linifolius,Bitter Vetch,,"[5, 6, 7, 8, 9]",0.6,,PERENNIAL,,June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],[],"Woods, hedges and thickets in hilly country avoiding chalk[17].","Most of Europe, including Britain, but absent in far north and rare in southeast.",(2 of 5),(0 of 5),(3 of 5)
Fabaceae or Leguminosae,Lathyrus,odoratus,"Sweet Pea, Wild Pea,Vetchling",fast,[],to,,ANNUAL,,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],Not known,"S. Europe - Italy, Sicily and Crete.",(1 of 5),(0 of 5),(3 of 5)
Fabaceae or Leguminosae,Lathyrus,tuberosus,"Earthnut Pea, Tuberous sweetpea",,"[5, 6, 7, 8, 9]",1.2,,PERENNIAL,,June to July,August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Cornfields and hedgerows, avoiding acid soils[17].",Europe to W. Asia. Naturalized in Britain in a very few sites in E. England.,(5 of 5),(0 of 5),(3 of 5)
Fabaceae or Leguminosae,Lens,culinaris,Lentil,,[],0.5,,ANNUAL,,,,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],Not known in the wild.,"Original habitat is obscure, possibly the Mediterranean.",(5 of 5),(1 of 5),(3 of 5)
Fabaceae or Leguminosae,Astragalus,propinquus,Huang Qi,,"[5, 6, 7, 8, 9]",0.3,0.3,PERENNIAL,,June to August,July to September,hermaphrodite,"['light', 'medium']",neutral and basic (mildly alkaline),[' well-drained soil. Suitable pH: neutral'],[],"Dry sandy soils[238]. Mountain thickets[279]. Steppes, meadows, xerophytic shrubs, coniferous forests; montane belt at altitudes of 800 - 2000 metres[266].","E. Asia - China, Mongolia and Siberia.",(0 of 5),(5 of 5),(3 of 5)
Fabaceae or Leguminosae,Glycyrrhiza,glabra,"Liquorice, Cultivated licorice",,[],1.2,1,PERENNIAL,,June to July.,,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Dry open places[50], especially in sandy places near the sea[132].",Europe - Mediterranean.,(4 of 5),(4 of 5),(4 of 5)
Fabaceae or Leguminosae,Caragana,arborescens,"Siberian Pea Tree, Siberian peashrub",fast,"[2, 3, 4, 5, 6, 7]",6,4,deciduous,,May,September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']",['drought'],"River banks, pebbles, sands, open forests and forest edges, gully slopes and stony slopes[74].",E. Asia - Siberia to Mongolia. Occasionally naturalized in Europe in France[50].,(5 of 5),(1 of 5),(4 of 5)
Fabaceae or Leguminosae,Caragana,boisii,Siberian peatree,fast,"[2, 3, 4, 5, 6, 7, 8, 9]",2,1.5,deciduous,,May,September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil', 'dry or  moist soil']",['drought'],Not known,E. Asia - China.,(4 of 5),(0 of 5),(4 of 5)
Fabaceae or Leguminosae,Caragana,brevispina,Long-Stalked Pea-shrub,,"[4, 5, 6, 7, 8, 9]",2.5,1.8,deciduous,,June,September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Higher forests, in the undergrowth of fir and oak forests or in open glades on dry ridges from 1500 - 2700 metres[146].",E. Asia - N.W. Himalayas..,(4 of 5),(1 of 5),(3 of 5)
Fabaceae or Leguminosae,Hedysarum,alpinum,Alpine Sweetvetch,,"[4, 5, 6, 7, 8]",0.6,,PERENNIAL,,June,August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']",[],"Calcareous rocks and gravelly soils, north to Alaska[43]. Swampy meadows and swamps in China[266].",N. America. to N. Asia.,(3 of 5),(0 of 5),(0 of 5)
Fabaceae or Leguminosae,Medicago,sativa,"Alfalfa, Yellow alfalfa",medium,"[4, 5, 6, 7, 8]",1,,PERENNIAL,,June to July,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil', 'dry or  moist soil']",['drought'],"Waste ground, avoiding acid soils[17].",Europe - Mediterranean. More or less naturalized in Britain[17].,(4 of 5),(3 of 5),(4 of 5)
Fabaceae or Leguminosae,Trifolium,pratense,Red Clover,medium,"[5, 6, 7, 8, 9]",0.6,0.6,PERENNIAL,,May to September,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],[],"Meadows, pastures and other grassy places[9], especially on calcareous soils. Usually found on circumneutral soils[17].","Europe, including Britain, from Norway south and east to Spain and W. Asia.",(3 of 5),(3 of 5),(4 of 5)
Fabaceae or Leguminosae,Trifolium,repens,"White Clover, Dutch Clover, Purple Dutch Clover, Shamrock,  White Clover",medium,"[4, 5, 6, 7, 8]",to,1,evergreen,,June to September,July to October,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline",[' well-drained soil'],[],"Grassland and lawns, preferring a calcareous clay soil[9, 17].","Europe, including Britain, from Norwat south and east to N. Africa, north and western Asia.",(3 of 5),(2 of 5),(4 of 5)
Fabaceae or Leguminosae,Trigonella,foenum-graecum,"Fenugreek, Sicklefruit fenugreek",fast,"[5, 6, 7, 8, 9]",0.6,0.4,ANNUAL,,June to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],[],"Field verges, uncultivated ground, dry grasslands and hillsides[200].",Europe - S. France.,(4 of 5),(5 of 5),(3 of 5)
Betulaceae,Alnus,incana,"Grey Alder, Speckled alder, Thinleaf alder, White Alder",fast,"[2, 3, 4, 5, 6]",18,5,deciduous,,February to March.,,monoecious,"['medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],['maritime exposure'],"Mountains, especially on poor soil[17, 50].",Europe. Introduced in Britain[17].,(0 of 5),(0 of 5),(3 of 5)
